name,value
GO:0043086,0.004932845930081516
GO:0090284,0.03423316140913266
GO:1900049,5.928482189980076e-4
GO:0019761,1.5470955686535716e-5
GO:0010258,0.013179735164924593
GO:0010726,5.688617166248828e-19
GO:0045962,8.783248251702476e-5
GO:0070562,0.005265566088372922
GO:0015990,0.03785972725682828
GO:0034461,0.03278531699090109
GO:0009694,0.004158912055528457
GO:0009629,0.0038249186408279394
GO:0090501,1.024295285521038e-161
GO:0071395,7.269641577405823e-11
GO:0072488,7.381503668145952e-5
GO:0030511,0.005265566088372922
GO:0032350,4.779540396042467e-12
GO:0071465,0.005017413460760851
GO:0034265,0.005017413460760851
GO:0043153,0.03785972725682828
GO:0006012,0.008752726418875116
GO:0044245,2.030253714390195e-7
GO:0006032,0.0016699850214371968
GO:0016080,2.030253714390195e-7
GO:0016081,2.030253714390195e-7
GO:0032197,4.823778292301351e-176
GO:0008347,0.04304452740034372
GO:0033259,6.641785078015171e-4
GO:0048385,0.005265566088372922
GO:0002229,0.006498890140165222
GO:0072756,0.005017413460760851
GO:0071289,6.641785078015171e-4
GO:0032260,3.6322594341874223e-7
GO:0051258,1.7074229032243165e-11
GO:0048462,1.161469511156595e-5
GO:0044550,1.2801016554241666e-24
GO:0042773,0.03766582609410704
GO:0010942,1.976777164567803e-10
GO:0051704,4.3013646011308774e-6
GO:0051707,0.027576216955877485
GO:0007165,0.003513426979457854
GO:0017156,0.009023651060513869
GO:0006182,0.0016699850214371968
GO:0080021,0.005017413460760851
GO:0006278,1.2132207363301458e-181
GO:0016131,0.011097525371478824
GO:0016101,1.7447602515550047e-10
GO:0051603,9.126381700962342e-7
GO:0040007,3.002509058109281e-4
GO:0009451,1.3437626315907998e-52
GO:0015709,6.641785078015171e-4
GO:0006508,3.8348240338169904e-73
GO:0090305,9.84019149693963e-56
GO:0010310,2.2598259817491795e-6
GO:0080181,2.4763135336326322e-15
GO:0010337,3.5279609249846915e-05
GO:0080143,0.03785972725682828
GO:0015695,2.411879409432283e-6
