name,value
GO:0032197,1.9884954455134556e-20
GO:0090501,5.0185461450505754e-18
GO:0033330,5.572800180518728e-4
GO:0033303,5.572800180518728e-4
GO:0019761,4.0600654652179374e-4
GO:0051555,3.544246811561429e-4
GO:0033485,5.572800180518728e-4
GO:0032260,1.770237221443449e-9
GO:0042273,0.004333674331497927
GO:0010500,0.004743404979263157
GO:0048658,0.01375602826034616
GO:0043153,0.0068615492327359535
GO:0042773,0.006809919314726478
GO:0071602,6.798565988399434e-5
GO:0051603,7.714598819093197e-11
GO:0009694,1.3945638106078946e-4
GO:0016080,6.623702956178212e-9
GO:0016081,6.623702956178212e-9
GO:0006446,0.01647230647248414
GO:0010064,5.572800180518728e-4
GO:0018008,5.572800180518728e-4
GO:0097480,0.016669862948131574
GO:0006278,9.149552658472429e-21
GO:1900140,0.04218319015308688
GO:0016131,6.189675987192625e-4
GO:0090305,4.158233738304302e-90
GO:0050434,0.004984801891011456
GO:0080156,4.440417925303405e-5
GO:0080143,0.0068615492327359535
GO:0010374,0.04447054706485641
GO:0046785,0.011950806369556258
GO:0017156,3.867997643572625e-4
GO:0048462,6.706345714007303e-7
GO:0006885,4.329400320368607e-5
GO:0048489,0.016669862948131574
GO:0006812,8.338021780773996e-4
GO:0043921,0.04385161286651135
GO:0043923,0.04385161286651135
GO:0018401,0.01922123288295026
GO:0009451,1.2270995869853207e-90
GO:0090284,0.02286252183498895
GO:0043086,1.9581966312980664e-4
GO:0006508,4.477481751713568e-6
GO:1902184,6.828305843563774e-4
GO:0071289,0.004984801891011456
GO:0052472,0.04385161286651135
GO:0030244,3.5528452324353377e-4
GO:0019471,0.01922123288295026
GO:0010208,0.005140553682903368
GO:0032461,0.01375602826034616
GO:0015990,0.0068615492327359535
GO:0042407,0.023156399487768063
