name,value
GO:0031270,2.6084858849292567e-6
GO:0010492,0.03681965342862821
GO:0090701,0.0019346391848647638
GO:0051591,3.0924062908023264e-5
GO:0051555,0.007891506949441223
GO:2001240,0.022846662651790927
GO:0032197,6.784056223123775e-10
GO:0051603,3.492748924896502e-12
GO:0090501,2.2468279238450421e-7
GO:0010222,0.032542361627085695
GO:0008347,9.88549560046107e-4
GO:0016926,0.0286398407411347
GO:1901143,0.019127168242590205
GO:1900049,9.070558888524015e-6
GO:0010815,0.019127168242590205
GO:0006971,0.004245141158693555
GO:0048576,0.0432383466458921
GO:0048578,4.1170954266702727e-4
GO:0031034,1.95195521630942e-4
GO:0001932,1.1617573849609603e-4
GO:0071048,0.029345957858096974
GO:1902466,2.631362877796405e-5
GO:0070868,4.688969266952804e-5
GO:0060328,2.6084858849292567e-6
GO:0009048,0.0016116280254030388
GO:0071902,0.012215497947315137
GO:1904872,0.010511730274627255
GO:0033298,2.6084858849292567e-6
GO:0033275,2.0780056234910378e-7
GO:0006468,5.938631391437812e-4
GO:0097193,9.925763390584122e-4
GO:0016131,1.2324037667152672e-5
GO:0046847,8.658203951747996e-4
GO:0010090,0.004610799463987486
GO:0010022,0.002110675254932134
GO:0043086,0.04449026440614276
GO:0051127,0.012434229010735254
GO:0043007,3.50589100374376e-7
GO:0032060,2.6084858849292567e-6
GO:0010992,0.019127168242590205
GO:0097242,0.019127168242590205
GO:0034461,1.95195521630942e-4
GO:0006278,2.642809770765552e-10
GO:0050982,3.701439260692994e-6
GO:0031154,0.04903389200654766
GO:0032989,1.885684601093878e-4
GO:0030038,2.6084858849292567e-6
GO:0080156,6.006561293142986e-4
GO:0051707,0.005199528728419414
