name,value
GO:0106004,0.02731735986148076
GO:0030837,0.0016788665335269112
GO:0010815,0.02928553435500299
GO:1901684,1.1807460969376176e-8
GO:0098660,8.116086004328102e-10
GO:0071669,1.6470008993817853e-6
GO:0006075,0.013551026498245581
GO:0009556,0.008308029605312243
GO:1904211,1.8717060072547713e-4
GO:0009624,0.017808468981263995
GO:1900049,0.002466848278612669
GO:1900000,0.02731735986148076
GO:0007059,5.403054209644857e-6
GO:0007018,2.3400133967615274e-5
GO:0000913,0.003193031562543442
GO:0010992,0.02928553435500299
GO:0034260,9.039995503578851e-4
GO:0032508,7.38899916013525e-4
GO:0071902,0.0011956203306924987
GO:0035194,0.04867851008117231
GO:2000114,4.96677870614507e-5
GO:0001932,0.00877455095090767
GO:0040007,6.778700253632272e-8
GO:0009083,7.94966650772902e-13
GO:0043617,2.078130645227358e-5
GO:1900400,5.281528788753169e-4
GO:0006293,0.0056252957761514216
GO:1900153,0.0022610144825430845
GO:0007411,0.043679087801322056
GO:0031022,6.39209981910448e-5
GO:0097193,0.002504881268596897
GO:0015700,6.0678998605164696e-9
GO:0008340,0.02928553435500299
GO:0008347,5.281528788753169e-4
GO:0090303,3.053728494594809e-5
GO:0071329,0.014888821114965983
GO:0097242,0.02928553435500299
GO:1901143,0.02928553435500299
GO:0009313,3.0018634920888234e-5
GO:0060213,0.0022610144825430845
GO:1901255,5.281528788753169e-4
GO:1902418,8.605270095563605e-13
GO:0006552,5.889754937323524e-7
GO:1902190,1.8717060072547713e-4
GO:1902192,1.8717060072547713e-4
GO:0090284,4.4120357872359734e-7
GO:1902196,1.8717060072547713e-4
GO:1902198,1.8717060072547713e-4
GO:0043007,2.1018406750724158e-4
GO:0010104,0.0013216227992586447
GO:0016573,0.0049451115299510425
GO:0070868,0.001185998958355271
GO:0051289,0.017559135569632577
GO:0010208,0.04225259167405063
GO:0097502,0.0018441257965774252
