name,value
GO:0036309,1.5855746965843383e-14
GO:0098910,1.5855746965843383e-14
GO:0034625,2.413655603078733e-13
GO:0034626,2.413655603078733e-13
GO:0070562,4.957438846648579e-6
GO:0033292,1.5855746965843383e-14
GO:0098907,1.5855746965843383e-14
GO:0033259,1.4324011918200124e-8
GO:0009961,1.8458620141200983e-9
GO:0009962,4.3692707007191565e-14
GO:0009969,1.0612091543750037e-26
GO:2000630,2.178531505948564e-7
GO:2000636,3.811456631113959e-5
GO:0016458,1.5038380722257482e-100
GO:0048385,9.635110884795064e-6
GO:0009972,1.2967853283802455e-15
GO:0010881,1.8452570978575862e-8
GO:0009914,8.280421537999148e-10
GO:0090559,0.0014128196333226593
GO:1901599,0.01978926907622295
GO:0010842,0.016652337389139918
GO:0072344,8.969129175068816e-5
GO:0035024,0.0011387689703114684
GO:0070667,4.744938328832917e-6
GO:0007095,2.9358861632547477e-4
GO:0036159,3.3233493392452896e-5
GO:0048462,5.077053756885978e-21
GO:0019367,2.413655603078733e-13
GO:0080021,1.270505100554836e-6
GO:0007065,3.2233378820169076e-5
GO:0007066,3.2233378820169076e-5
GO:0001561,0.002179154241490963
GO:0080027,1.793056127734084e-30
GO:0019371,0.002179154241490963
GO:0010555,5.103578974902683e-8
GO:0030511,4.957438846648579e-6
GO:0080037,6.285742756886458e-8
GO:0030540,1.4066026865254177e-12
GO:0016127,5.881189615850658e-4
GO:0030539,5.0323200669336295e-15
GO:0032350,1.0537144190217553e-17
GO:0080003,1.2414210050443053e-19
GO:0051090,5.389194100466814e-4
GO:0090615,2.304041912376484e-35
GO:0016101,6.613707536024791e-15
GO:0016102,6.223232449345051e-35
GO:0016106,1.0271167769612173e-64
GO:0010500,9.705099291516727e-9
GO:1901684,0.029149277380883784
GO:0000028,0.048455335647116946
GO:1901617,3.5510330625337135e-4
GO:0051070,2.250267288166248e-6
GO:0001680,8.176731564784698e-8
GO:0005995,0.006387993791078102
GO:0010623,1.8568129287249718e-10
GO:0030639,2.0247470697180395e-7
GO:0010618,2.9770808101952928e-18
GO:0045962,7.128970380525473e-27
GO:0045926,5.154138291373595e-50
GO:0048211,2.0763673687761058e-5
GO:0048240,6.024556173260118e-7
GO:0003094,0.00785516410096007
GO:0048235,0.0019997313530416795
GO:0070972,0.008721967510820643
GO:0048767,8.17187696358185e-8
GO:0044403,3.2414840180547665e-13
GO:0072756,1.270505100554836e-6
GO:0019218,2.742161522509986e-4
GO:0032260,7.340362839967798e-13
GO:0071395,2.0387097163662058e-26
GO:0071398,7.374306740607442e-20
GO:0086091,1.5855746965843383e-14
GO:0071368,6.786625068150488e-9
GO:0071369,0.014067690412480835
GO:0060307,1.129782014030072e-12
GO:0000350,0.013900873182709047
GO:0035445,0.02262382136390419
GO:0030994,6.9565226143026376e-6
GO:0032232,5.947296900238501e-5
GO:0000375,1.3716608720265948e-6
GO:0019761,5.084817989763099e-12
GO:1901946,1.0041171277512659e-7
GO:0016567,3.9709047171387247e-32
GO:1901948,1.0041171277512659e-7
GO:1901949,1.0041171277512659e-7
GO:0019756,2.9680987748016203e-24
GO:0086046,1.5855746965843383e-14
GO:0051315,0.014763706642933555
GO:0010951,9.015484430272775e-50
GO:0000304,2.871525353104895e-32
GO:0010970,1.1252438447839327e-11
GO:1900459,0.034454382791520584
GO:0086005,1.5855746965843383e-14
GO:0000495,5.7280835291272045e-11
GO:1900426,4.608896885449797e-5
GO:0010942,1.0779624588598268e-13
GO:0010930,0.0026931794277567553
GO:0071465,3.511948911658928e-5
GO:1900449,1.9815395350414902e-4
GO:0071452,6.188186414711496e-10
GO:0008584,1.4066026865254177e-12
GO:0080163,0.004232457189083249
GO:0080164,0.0014087845170225129
GO:0071422,3.3794091773631054e-10
GO:0080153,2.6221067669184406e-10
GO:0080155,2.619398214709548e-6
GO:0080156,1.514073813294308e-23
GO:0044245,3.332504855402857e-9
GO:0080181,7.429841443426882e-8
GO:0006045,0.0025909366160420427
GO:0080184,9.563878615697171e-9
GO:0006032,4.132261377527887e-9
GO:0071446,1.2810178682939955e-20
GO:0080171,3.535813490204318e-5
GO:0071447,1.9815395350414902e-4
GO:0080173,8.018901095931618e-5
GO:0007165,1.822108024666197e-125
GO:0007166,0.03832294689476203
GO:0080126,7.562341121970035e-16
GO:0048584,3.9909619290832537e-4
GO:0080110,4.7714758802599406e-5
GO:0048587,6.960280969508712e-5
GO:0080143,5.931395632546587e-14
GO:0031347,0.005083091632352729
GO:0048512,2.031196291142068e-7
GO:0048544,2.378612761407881e-7
GO:0032886,1.853371112566702e-5
GO:0032870,6.251341451118447e-26
GO:0048509,3.187335862756057e-25
GO:2001259,0.0036470787090901466
GO:0035246,4.902363651061321e-4
GO:0052544,3.3961990006232345e-23
GO:0060294,3.974158893249589e-9
GO:1904874,4.809683959320494e-4
GO:0003341,1.8196289747924185e-11
GO:0007263,2.745434653983612e-4
GO:0048657,3.5557297040686006e-12
GO:0007267,4.593241751370819e-6
GO:0007256,5.947296900238501e-5
GO:0060285,9.399105258290171e-9
GO:0009093,5.627231774169911e-8
GO:0009099,0.008397850021264733
GO:0035774,5.7263274476233914e-8
GO:0035725,5.20142071425128e-10
GO:0032527,8.750870041923201e-8
GO:0009089,6.750051219008973e-6
GO:0071281,1.3284754594107353e-5
GO:0071289,2.036781631331852e-4
GO:1902075,7.60942546701383e-8
GO:0071229,4.0204649516612454e-8
GO:0051258,5.657859246090873e-6
GO:0000226,0.004039608405021196
GO:0071211,2.927983931824455e-9
GO:1902025,6.533021590588573e-21
GO:0071215,3.7900255469429045e-5
GO:1904526,2.0888689441971462e-37
GO:1902042,1.9815395350414902e-4
GO:1904541,3.7574878120841523e-8
GO:0071236,1.2865168638919613e-13
GO:0031120,8.251230375314423e-4
GO:0043457,0.0025909366160420427
GO:0015700,3.998851035602247e-8
GO:0015708,0.01978926907622295
GO:0015709,9.67912930198828e-18
GO:0012502,4.303447534418381e-9
GO:0051245,7.868361136361037e-12
GO:0031146,3.9444283744603244e-74
GO:0035864,2.9234307889162582e-5
GO:0002011,0.004405800540056532
GO:0035874,0.046575636225680415
GO:0044550,1.8529384355216338e-110
GO:0015851,6.189016254879634e-6
GO:0015853,7.409627484306178e-4
GO:0015854,0.006813001844639206
GO:0071766,4.439536718003971e-7
GO:0006359,3.666719333326798e-5
GO:0015886,0.009822171229947938
GO:0042073,3.7022544820328425e-5
GO:0035845,0.016652337389139918
GO:0051762,3.8682969136296327e-156
GO:1900706,3.717741123904714e-10
GO:0006314,0.036430895472982866
GO:0015843,3.245012601767014e-9
GO:0006334,5.97381918676443e-23
GO:0071731,0.02326815018568772
GO:0071732,2.751675558640962e-25
GO:0043153,1.7517508541280535e-10
GO:0060828,0.0025937026679644795
GO:0046345,1.6208084391024252e-31
GO:0046330,5.7263274476233914e-8
GO:0051704,1.386871920541492e-26
GO:0006468,1.1084344932185487e-20
GO:0043100,0.004550192510629197
GO:0034090,9.852922940798113e-12
GO:0034080,1.0195139235726797e-4
GO:0006432,0.018344615610786874
GO:0043269,3.820274938687038e-6
GO:1905034,1.709540130062821e-4
GO:0035690,2.7963902826990492e-21
GO:0006403,4.076898106944318e-5
GO:0007584,2.9732174670887904e-5
GO:2000083,1.3521360944715326e-13
GO:2000023,0.001697848292026107
GO:2000026,1.1389268336822675e-10
GO:2000028,0.012851534851041213
GO:0060548,0.005899764825913152
GO:2000013,0.0025909366160420427
GO:0045056,2.0763673687761058e-5
GO:0018364,6.292975846589611e-6
GO:0006164,5.207487465559566e-10
GO:0043207,0.01452479275383687
GO:1902356,8.45099667623498e-6
GO:2000008,6.784088309193464e-9
GO:0006124,0.014572696287526903
GO:0009311,5.977043034895178e-10
GO:0018316,0.016652337389139918
GO:0051554,8.456339158011545e-26
GO:1902348,0.006387993791078102
GO:0045007,1.1609456711997368e-4
GO:0006260,7.388747759036287e-9
GO:0006264,0.0037567459181058085
GO:0009451,2.455176479661159e-130
GO:1904962,2.927983931824455e-9
GO:0009410,0.025973686545976774
GO:0090057,2.4047278013264244e-8
GO:0042304,0.00258296581386268
GO:0006203,0.036430895472982866
GO:0046246,2.4074621126444594e-32
GO:1901021,1.5855746965843383e-14
GO:0051607,0.003822915871463912
GO:1901018,1.5855746965843383e-14
GO:1901038,4.083723833514928e-20
GO:0034394,0.002667068582266407
GO:0010082,4.8215134430902693e-63
GO:0010083,2.2881272886345036e-14
GO:0006778,3.843988117237908e-6
GO:0006722,1.1316657729015658e-4
GO:0009113,2.512013932589024e-4
GO:0006729,2.8348383382804804e-8
GO:0010022,4.4499136294364844e-4
GO:0042448,1.4066026865254177e-12
GO:0042430,2.2894389058854197e-12
GO:1905342,5.7263274476233914e-8
GO:0010030,9.656448419250784e-4
GO:0035998,2.8348383382804804e-8
GO:0006702,1.4066026865254177e-12
GO:2000310,1.9815395350414902e-4
GO:1902290,9.310403489324453e-7
GO:0009268,8.96636683941236e-5
GO:1902265,2.2520910660044257e-6
GO:0006885,1.9132362709133974e-16
GO:0015979,1.32632271674132e-4
GO:0043693,9.068291466335513e-112
GO:0006812,1.4636624863357553e-12
GO:0006813,1.4269587930534648e-9
GO:0045338,1.0223577650989219e-21
GO:0045339,6.251434107365064e-28
GO:0097366,5.400629270426717e-30
GO:0045490,6.913199863962746e-4
GO:0002276,4.744938328832917e-6
GO:0034434,5.881189615850658e-4
GO:0060918,8.905098305522937e-14
GO:0002230,3.0775256483280925e-17
GO:0002237,0.005373832296247277
GO:0002238,1.0244357549873506e-9
GO:0002239,1.7697920474502615e-15
GO:0006569,0.0027968396015699126
GO:0009759,1.3718083071864957e-7
GO:0009780,4.815773355958862e-8
GO:0009786,0.013900873182709047
GO:0000966,2.7904912155746934e-36
GO:0009773,2.149761331770098e-6
GO:0098869,4.1821344056802305e-4
GO:0009734,2.009348415162789e-5
GO:0009737,1.2681974715918687e-18
