name,value
GO:0007315,0.03164312603347349
GO:0015700,5.48890592291796e-14
GO:0048599,0.0026987424293991127
GO:0006293,1.0480960720017369e-4
GO:0006294,0.021446547095512945
GO:1900000,7.691134628590587e-6
GO:0043524,0.00885072259560753
GO:0060213,1.234927365895366e-7
GO:0000454,1.0480960720017369e-4
GO:1901684,8.933078218355726e-14
GO:0035194,0.0015932819205268683
GO:0097502,0.0018763327710015828
GO:0006075,1.9192457035297885e-4
GO:1901606,0.0010904479310567946
GO:0043617,8.63008651038183e-12
GO:2000012,2.8723079185625294e-5
GO:0010199,0.006713550760619782
GO:0044829,9.938122706974e-6
GO:0030855,0.031231726258305885
GO:0017196,0.00980514563108186
GO:0034333,0.0023572033723809212
GO:0055047,0.005420919584767702
GO:1903902,0.0013091576890965871
GO:0061326,0.0023572033723809212
GO:0000290,0.02739754764968486
GO:0010104,2.6365743666802003e-5
GO:0070911,0.002787726383306322
GO:0033234,0.023046583673947484
GO:0007286,0.027186144075213883
GO:0040029,5.424000851998946e-6
GO:0042048,0.0023572033723809212
GO:0009226,0.02159680147199425
GO:0006552,2.2920869677028178e-17
GO:0032508,1.9939491545903175e-4
GO:0007059,1.3180701847418782e-6
GO:0046685,1.2168986659112475e-7
GO:0009083,1.4940198404142956e-24
GO:0007018,1.3794520985746081e-5
GO:0016573,0.002720862281416393
GO:1904211,1.9797447563677587e-9
GO:0098660,0.0018984832388790854
GO:0098655,0.004932737252186511
GO:0006396,0.005225142118228756
GO:0043966,7.22530895165362e-6
GO:0006368,0.001498183500752995
GO:1902418,1.5180563675427747e-17
GO:0051729,9.938122706974e-6
GO:1900400,3.6295207579321275e-7
GO:0080092,0.01212712201979116
GO:0006334,0.03259181603141442
GO:0006337,0.0055217495773664535
GO:0006338,0.014758138259048438
GO:0045948,0.01289124982976876
GO:1902190,1.9797447563677587e-9
GO:1902192,1.9797447563677587e-9
GO:1902196,1.9797447563677587e-9
GO:1902198,1.9797447563677587e-9
GO:0043900,6.706933276603392e-4
GO:1900150,0.004225604113991472
GO:1900153,1.234927365895366e-7
GO:0106004,7.691134628590587e-6
GO:0009846,8.765075907428279e-8
GO:0045070,0.0013091576890965871
GO:0080037,3.6295207579321275e-7
GO:0031022,0.03410414683582219
GO:0009556,1.830803572461957e-7
GO:0042631,0.04131660762852627
